date,Voltage,Current,Charge_Capacity
01/29/2018 18:39:09.031,4.400009632,2.063028336,2.117892027
01/29/2018 18:41:09.030,4.400095463,1.953837395,2.184854746
01/29/2018 18:43:09.030,4.399973392,1.848950386,2.248232365
01/29/2018 18:45:09.031,4.400059223,1.751726151,2.308237553
01/29/2018 18:47:09.030,4.400072575,1.660438538,2.365098238
01/29/2018 18:49:09.030,4.400043964,1.572873116,2.418965578
01/29/2018 18:51:09.030,4.400139332,1.488526344,2.469968796
01/29/2018 18:53:09.031,4.400063038,1.406621933,2.51820159
01/29/2018 18:55:09.030,4.40002203,1.328447342,2.563800812
01/29/2018 18:57:09.030,4.400066853,1.25375843,2.606839657
01/29/2018 18:59:09.030,4.400051594,1.181185722,2.647422552
01/29/2018 19:01:09.030,4.400084972,1.113819122,2.685660601
01/29/2018 19:03:09.030,4.400055408,1.047520638,2.721672058
01/29/2018 19:05:09.030,4.400041103,0.984240532,2.755532265
01/29/2018 19:07:09.030,4.400102139,0.924798965,2.787328959
01/29/2018 19:09:09.030,4.400105953,0.868019104,2.817177057
01/29/2018 19:11:09.031,4.400085926,0.815424919,2.845209122
01/29/2018 19:13:09.031,4.400072575,0.766651154,2.871547222
01/29/2018 19:15:09.030,4.400057316,0.720423698,2.896326065
01/29/2018 19:17:09.031,4.400063992,0.678736687,2.919638872
01/29/2018 19:18:28.550,4.400051594,0.65199852,2.934329033
01/29/2018 19:20:28.594,4.300162792,0,2.934332848
01/29/2018 19:22:28.595,4.286756039,0,2.934332848
01/29/2018 19:23:28.598,4.282616138,0,2.934332848
01/29/2018 19:25:28.678,3.92170763,-2.281888008,2.934332848
01/29/2018 19:27:28.678,3.864022732,-2.281869888,2.934332848
01/29/2018 19:29:28.678,3.820536137,-2.28194809,2.934332848
01/29/2018 19:31:28.678,3.781960964,-2.281847954,2.934332848
01/29/2018 19:33:28.677,3.746064663,-2.28188324,2.934332848
01/29/2018 19:35:28.677,3.712879658,-2.282229424,2.934332848
01/29/2018 19:37:28.678,3.683598042,-2.28186512,2.934332848
01/29/2018 19:39:28.678,3.656891346,-2.282226563,2.934332848
01/29/2018 19:41:28.677,3.633200169,-2.28190136,2.934332848
01/29/2018 19:43:28.678,3.6118083,-2.282164574,2.934332848
01/29/2018 19:45:28.677,3.592008114,-2.281825066,2.934332848
01/29/2018 19:47:28.677,3.573663235,-2.281907082,2.934332848
01/29/2018 19:49:28.677,3.555935383,-2.281888008,2.934332848
01/29/2018 19:51:28.677,3.53902483,-2.28192997,2.934332848
01/29/2018 19:53:28.677,3.523032665,-2.281928062,2.934332848
01/29/2018 19:55:28.678,3.507586956,-2.281867981,2.934332848
01/29/2018 19:57:28.676,3.491730213,-2.281907082,2.934332848
01/29/2018 19:59:28.677,3.476075649,-2.281970024,2.934332848
01/29/2018 20:01:28.677,3.460617542,-2.281805992,2.934332848
01/29/2018 20:03:28.676,3.445180416,-2.281913757,2.934332848
01/29/2018 20:05:28.676,3.428950787,-2.281858444,2.934332848
01/29/2018 20:07:28.677,3.412405491,-2.281871796,2.934332848
01/29/2018 20:09:28.677,3.395605564,-2.281898499,2.934332848
01/29/2018 20:11:28.677,3.379121304,-2.28181839,2.934332848
01/29/2018 20:13:28.677,3.360577106,-2.281871796,2.934332848
01/29/2018 20:15:28.677,3.341078281,-2.282189369,2.934332848
01/29/2018 20:17:28.679,3.320523739,-2.282179832,2.934332848
01/29/2018 20:19:28.676,3.296846867,-2.282022476,2.934332848
01/29/2018 20:21:28.678,3.270879269,-2.281851768,2.934332848
01/29/2018 20:23:28.678,3.242561817,-2.281829834,2.934332848
01/29/2018 20:25:28.678,3.211342335,-2.281914711,2.934332848
01/29/2018 20:27:28.678,3.176020145,-2.281829834,2.934332848
01/29/2018 20:29:28.677,3.136044025,-2.281860352,2.934332848
01/29/2018 20:31:28.678,3.089483738,-2.281914711,2.934332848
01/29/2018 20:33:28.678,3.030549526,-2.281845093,2.934332848
01/29/2018 20:34:18.255,2.999997616,-2.281907082,2.934332848
01/29/2018 20:36:18.306,3.630286694,0,2.934332848
01/29/2018 20:38:18.306,3.660281658,0,2.934332848
01/29/2018 20:39:18.306,3.66777277,0,2.934332848
01/29/2018 20:39:18.318,3.667793751,0,0
01/29/2018 20:41:18.397,4.200211048,4.531848907,0.158528164
01/29/2018 20:43:18.397,4.200236797,4.097873688,0.302320838
01/29/2018 20:45:18.398,4.20025301,3.733680725,0.432558089
01/29/2018 20:47:18.396,4.200128078,3.455207825,0.552182138
01/29/2018 20:48:57.826,4.200154781,3.259994507,0.644863009
01/29/2018 20:50:57.840,4.220963001,3.260128021,0.753137767
01/29/2018 20:52:57.839,4.243817806,3.260063171,0.861807287
01/29/2018 20:54:57.840,4.26873827,3.259918213,0.9704808
01/29/2018 20:56:57.839,4.295659542,3.260087967,1.079131961
01/29/2018 20:58:57.842,4.324049473,3.26011467,1.187798858
01/29/2018 21:00:57.840,4.353466511,3.260158539,1.29648006
01/29/2018 21:02:57.839,4.383788586,3.260141373,1.405133128
01/29/2018 21:04:57.839,4.400187016,3.110496521,1.512556553
01/29/2018 21:06:57.839,4.40023756,2.862691879,1.611996531
01/29/2018 21:08:57.841,4.400186062,2.647607803,1.703731537
01/29/2018 21:10:57.839,4.400153637,2.461072922,1.788783312
01/29/2018 21:12:57.839,4.400114536,2.297578812,1.868008614
01/29/2018 21:14:57.839,4.400166988,2.156284332,1.942186952
01/29/2018 21:16:57.840,4.4001441,2.026069641,2.011849642
01/29/2018 21:18:57.840,4.400140285,1.904700279,2.077319622
01/29/2018 21:20:57.840,4.400101185,1.790114403,2.138884544
01/29/2018 21:22:57.840,4.400095463,1.682731628,2.19675827
01/29/2018 21:24:57.839,4.400161266,1.581384659,2.251137495
01/29/2018 21:26:57.839,4.400066853,1.48442173,2.302228689
01/29/2018 21:28:57.840,4.400098324,1.39341259,2.350177288
01/29/2018 21:30:57.839,4.400128841,1.308886528,2.395193815
01/29/2018 21:32:57.839,4.400108814,1.226535797,2.437424898
01/29/2018 21:34:57.839,4.40005827,1.146897316,2.476978779
01/29/2018 21:36:57.839,4.400030613,1.072669983,2.513972521
01/29/2018 21:38:57.840,4.400074482,1.004788399,2.548572063
01/29/2018 21:40:57.839,4.400069714,0.939530373,2.58095479
01/29/2018 21:42:57.839,4.400089741,0.878168106,2.61124301
01/29/2018 21:44:57.840,4.400009632,0.820197105,2.639549971
01/29/2018 21:46:57.839,4.400076389,0.767129898,2.666000128
01/29/2018 21:48:57.840,4.400094509,0.716568947,2.690703869
01/29/2018 21:50:57.839,4.400037289,0.670144081,2.713799715
01/29/2018 21:51:48.057,4.400074482,0.651994705,2.723021746
01/29/2018 21:53:48.102,4.30380106,0,2.723021746
01/29/2018 21:55:48.100,4.291550159,0,2.723021746
01/29/2018 21:56:48.102,4.287929058,0,2.723021746
01/29/2018 21:58:48.182,3.959102154,-2.281851768,2.723021746
01/29/2018 22:00:48.182,3.910760403,-2.281846046,2.723021746
01/29/2018 22:02:48.181,3.872998714,-2.281933784,2.723021746
01/29/2018 22:04:48.182,3.838626385,-2.282018661,2.723021746
01/29/2018 22:06:48.181,3.805917263,-2.281878471,2.723021746
01/29/2018 22:08:48.182,3.773890972,-2.281936646,2.723021746
01/29/2018 22:10:48.181,3.743527889,-2.281891823,2.723021746
01/29/2018 22:12:48.181,3.71530962,-2.281900406,2.723021746
01/29/2018 22:14:48.182,3.6896348,-2.281873703,2.723021746
01/29/2018 22:16:48.181,3.665634632,-2.281949997,2.723021746
01/29/2018 22:18:48.182,3.643353939,-2.282010078,2.723021746
01/29/2018 22:20:48.181,3.622539997,-2.281949997,2.723021746
01/29/2018 22:22:48.181,3.603129864,-2.281827927,2.723021746
01/29/2018 22:24:48.181,3.585133076,-2.281916618,2.723021746
01/29/2018 22:26:48.182,3.568078518,-2.281908035,2.723021746
01/29/2018 22:28:48.181,3.551390171,-2.281941414,2.723021746
01/29/2018 22:30:48.182,3.535377026,-2.28183651,2.723021746
01/29/2018 22:32:48.181,3.519882679,-2.281905174,2.723021746
01/29/2018 22:34:48.182,3.504426479,-2.281878471,2.723021746
01/29/2018 22:36:48.183,3.489422321,-2.281860352,2.723021746
01/29/2018 22:38:48.183,3.474599361,-2.281809807,2.723021746
01/29/2018 22:40:48.181,3.459414959,-2.28192997,2.723021746
01/29/2018 22:42:48.182,3.443748951,-2.281894684,2.723021746
01/29/2018 22:44:48.182,3.427788258,-2.281923294,2.723021746
01/29/2018 22:46:48.183,3.411913395,-2.281898499,2.723021746
01/29/2018 22:48:48.182,3.394471645,-2.281953812,2.723021746
01/29/2018 22:50:48.182,3.37533617,-2.281967163,2.723021746
01/29/2018 22:52:48.183,3.353771687,-2.281907082,2.723021746
01/29/2018 22:54:48.183,3.329570293,-2.281903267,2.723021746
01/29/2018 22:56:48.183,3.302076817,-2.282064438,2.723021746
01/29/2018 22:58:48.182,3.271068096,-2.281878471,2.723021746
01/29/2018 23:00:48.181,3.234879971,-2.281885147,2.723021746
01/29/2018 23:02:48.183,3.192248821,-2.281943321,2.723021746
01/29/2018 23:04:48.181,3.141829014,-2.281903267,2.723021746
01/29/2018 23:06:48.181,3.078923702,-2.281898499,2.723021746
01/29/2018 23:08:42.034,2.999999523,-2.281908035,2.723021746
01/29/2018 23:10:42.080,3.623043537,0,2.723021746
01/29/2018 23:12:42.081,3.654172421,0,2.723021746
01/29/2018 23:13:42.082,3.662183285,0,2.723021746
01/29/2018 23:13:42.092,3.662247181,0,0
01/29/2018 23:15:42.171,4.200221539,4.596336365,0.159575731
01/29/2018 23:17:42.172,4.200270176,4.154525757,0.305445939
01/29/2018 23:19:42.171,4.200167179,3.780212402,0.437385261
01/29/2018 23:21:42.171,4.200194836,3.498044968,0.558543324
01/29/2018 23:23:41.340,4.200218678,3.259996414,0.670259416
01/29/2018 23:25:41.353,4.221180439,3.260206223,0.778544009
01/29/2018 23:27:41.354,4.244233608,3.260034561,0.887209415
01/29/2018 23:29:41.353,4.268859386,3.260099411,0.995871603
01/29/2018 23:31:41.354,4.295435429,3.260120392,1.104537725
01/29/2018 23:33:41.354,4.323973179,3.260158539,1.213199615
01/29/2018 23:35:41.353,4.353527546,3.260095596,1.321870565
01/29/2018 23:37:41.353,4.383944035,3.260087967,1.430540919
01/29/2018 23:39:41.352,4.400206089,3.104892731,1.537889242
01/29/2018 23:41:41.353,4.400171757,2.854940414,1.637079
01/29/2018 23:43:41.353,4.400175571,2.638217926,1.728539109
01/29/2018 23:45:41.353,4.400150776,2.451164246,1.813292384
01/29/2018 23:47:41.354,4.400063992,2.286699295,1.892199993
01/29/2018 23:49:41.353,4.400130749,2.140691757,1.96597743
01/29/2018 23:51:41.353,4.400141239,2.009967804,2.035125017
01/29/2018 23:53:41.352,4.400044918,1.888820648,2.100092649
01/29/2018 23:55:41.354,4.40011549,1.776785851,2.161177158
01/29/2018 23:57:41.353,4.400103092,1.670315742,2.218605995
01/29/2018 23:59:41.353,4.400124073,1.571360588,2.272605181
01/30/2018 00:01:41.353,4.400001049,1.474841118,2.323365927
01/30/2018 00:03:41.354,4.400105953,1.386499405,2.371054173
01/30/2018 00:05:41.353,4.400027752,1.301411629,2.415852308
01/30/2018 00:07:41.354,4.400099277,1.220790863,2.457889318
01/30/2018 00:09:41.353,4.400044918,1.143179893,2.497288942
01/30/2018 00:11:41.353,4.400093555,1.070833206,2.534179449
01/30/2018 00:13:41.352,4.400042057,1.00033474,2.568682909
01/30/2018 00:15:41.354,4.400010586,0.93422699,2.600928783
01/30/2018 00:17:41.353,4.400046825,0.873289108,2.631043434
01/30/2018 00:19:41.354,4.400063038,0.815742493,2.659177065
01/30/2018 00:21:41.353,4.400077343,0.761472702,2.685451031
01/30/2018 00:23:41.353,4.400030613,0.710968971,2.709975481
01/30/2018 00:25:41.355,4.400029659,0.664892197,2.732910872
01/30/2018 00:26:17.143,4.400087833,0.651989937,2.73945713
01/30/2018 00:28:17.188,4.303682804,0,2.739460468
01/30/2018 00:30:17.187,4.291808605,0,2.739460468
01/30/2018 00:31:17.190,4.288340092,0,2.739460468
01/30/2018 00:33:17.271,3.964519978,-2.281914711,2.739460468
01/30/2018 00:35:17.270,3.918021679,-2.281889915,2.739460468
01/30/2018 00:37:17.270,3.881148815,-2.281888008,2.739460468
01/30/2018 00:39:17.269,3.847547054,-2.281878471,2.739460468
01/30/2018 00:41:17.270,3.815852642,-2.281909943,2.739460468
01/30/2018 00:43:17.270,3.784815311,-2.281841278,2.739460468
01/30/2018 00:45:17.270,3.754414082,-2.281962395,2.739460468
01/30/2018 00:47:17.272,3.725799084,-2.281880379,2.739460468
01/30/2018 00:49:17.270,3.699549198,-2.28185463,2.739460468
01/30/2018 00:51:17.270,3.675734997,-2.281947136,2.739460468
01/30/2018 00:53:17.271,3.653483868,-2.281931877,2.739460468
01/30/2018 00:55:17.270,3.632445812,-2.281885147,2.739460468
01/30/2018 00:57:17.271,3.612865925,-2.281914711,2.739460468
01/30/2018 00:59:17.270,3.594282627,-2.282255173,2.739460468
01/30/2018 01:01:17.271,3.576618671,-2.282111168,2.739460468
01/30/2018 01:03:17.270,3.559312344,-2.281873703,2.739460468
01/30/2018 01:05:17.270,3.543059826,-2.281913757,2.739460468
01/30/2018 01:07:17.270,3.527347088,-2.281805992,2.739460468
01/30/2018 01:09:17.270,3.511901379,-2.281832695,2.739460468
01/30/2018 01:11:17.271,3.496778965,-2.28224659,2.739460468
01/30/2018 01:13:17.271,3.481803417,-2.281907082,2.739460468
01/30/2018 01:15:17.269,3.466711521,-2.281923294,2.739460468
01/30/2018 01:17:17.271,3.451175213,-2.281871796,2.739460468
01/30/2018 01:19:17.270,3.435161114,-2.281923294,2.739460468
01/30/2018 01:21:17.271,3.419181347,-2.281869888,2.739460468
01/30/2018 01:23:17.271,3.402864933,-2.281923294,2.739460468
01/30/2018 01:25:17.269,3.384861469,-2.281934738,2.739460468
01/30/2018 01:27:17.270,3.3646245,-2.28198719,2.739460468
01/30/2018 01:29:17.270,3.341679096,-2.282187462,2.739460468
01/30/2018 01:31:17.271,3.315895557,-2.28192997,2.739460468
01/30/2018 01:33:17.269,3.28647089,-2.281889915,2.739460468
01/30/2018 01:35:17.271,3.251228809,-2.281916618,2.739460468
01/30/2018 01:37:17.270,3.209429264,-2.281903267,2.739460468
01/30/2018 01:39:17.271,3.158060551,-2.281896591,2.739460468
01/30/2018 01:41:17.271,3.093691349,-2.281995773,2.739460468
01/30/2018 01:43:17.270,3.0065732,-2.281951904,2.739460468
01/30/2018 01:43:24.723,2.999994755,-2.281880379,2.739460468
01/30/2018 01:45:24.767,3.619241238,0,2.739460468
01/30/2018 01:47:24.767,3.650961399,0,2.739460468
01/30/2018 01:48:24.768,3.659142017,0,2.739460468
01/30/2018 01:48:24.778,3.659200191,0,0
01/30/2018 01:50:24.858,4.200196743,4.613433838,0.159829855
01/30/2018 01:52:24.859,4.200241566,4.177997589,0.306396127
01/30/2018 01:54:24.859,4.200209141,3.801548004,0.4391056
01/30/2018 01:56:24.859,4.200228214,3.512422562,0.560789943
01/30/2018 01:58:24.858,4.200203419,3.270679474,0.67372638
01/30/2018 01:58:29.503,4.200093746,3.259988785,0.677948058
01/30/2018 02:00:29.516,4.221176624,3.260149002,0.78622508
01/30/2018 02:02:29.516,4.244430065,3.259847641,0.894889414
01/30/2018 02:04:29.516,4.269290447,3.260152817,1.003550172
01/30/2018 02:06:29.517,4.295484066,3.260192871,1.112207532
01/30/2018 02:08:29.517,4.32311964,3.260210037,1.220875025
01/30/2018 02:10:29.517,4.352239132,3.259986877,1.329545021
01/30/2018 02:12:29.516,4.3824296,3.260139465,1.438220978
01/30/2018 02:14:29.515,4.400201321,3.121109009,1.54582119
01/30/2018 02:16:29.516,4.400203228,2.867267609,1.645518422
01/30/2018 02:18:29.515,4.400145054,2.650262833,1.737373114
01/30/2018 02:20:29.516,4.400082111,2.461778641,1.82252121
01/30/2018 02:22:29.516,4.400156498,2.299345016,1.901810646
01/30/2018 02:24:29.516,4.400084019,2.149774551,1.975921869
01/30/2018 02:26:29.515,4.400147915,2.016254425,2.045323849
01/30/2018 02:28:29.516,4.400108814,1.893143654,2.110447168
01/30/2018 02:30:29.517,4.400128841,1.779515266,2.171644449
01/30/2018 02:32:29.516,4.400075436,1.672205925,2.229157686
01/30/2018 02:34:29.517,4.400038242,1.571673393,2.283214808
01/30/2018 02:36:29.515,4.400106907,1.476007462,2.333997726
01/30/2018 02:38:29.516,4.400054455,1.386194229,2.381692648
01/30/2018 02:40:29.515,4.40007925,1.301223755,2.426479101
01/30/2018 02:42:29.516,4.400095463,1.221077919,2.468499422
01/30/2018 02:44:29.517,4.400118351,1.1453228,2.507921457
01/30/2018 02:46:29.516,4.400095463,1.073078156,2.54488039
01/30/2018 02:48:29.516,4.400019169,1.003477097,2.579492569
01/30/2018 02:50:29.517,4.400071621,0.938839912,2.611871004
01/30/2018 02:52:29.516,4.400105,0.876854897,2.642108202
01/30/2018 02:54:29.516,4.400084019,0.817820549,2.670334816
01/30/2018 02:56:29.515,4.400044918,0.762156487,2.696656942
01/30/2018 02:58:29.516,4.40005827,0.711397171,2.721209288
01/30/2018 03:00:29.517,4.400121212,0.664775848,2.744118452
01/30/2018 03:01:01.656,4.400075436,0.65199852,2.749992609
01/30/2018 03:03:01.699,4.304713726,0,2.74999547
01/30/2018 03:05:01.700,4.293119907,0,2.74999547
01/30/2018 03:06:01.701,4.28975153,0,2.74999547
01/30/2018 03:08:01.780,3.970348835,-2.281880379,2.74999547
01/30/2018 03:10:01.780,3.925022602,-2.281889915,2.74999547
01/30/2018 03:12:01.782,3.888967037,-2.281876564,2.74999547
01/30/2018 03:14:01.780,3.855965137,-2.282055855,2.74999547
01/30/2018 03:16:01.780,3.824418545,-2.281982422,2.74999547
01/30/2018 03:18:01.780,3.792962551,-2.28194809,2.74999547
01/30/2018 03:20:01.781,3.762428761,-2.281881332,2.74999547
01/30/2018 03:22:01.780,3.734120846,-2.28195858,2.74999547
01/30/2018 03:24:01.781,3.708200932,-2.281921387,2.74999547
01/30/2018 03:26:01.780,3.684015751,-2.282020569,2.74999547
01/30/2018 03:28:01.780,3.661299229,-2.281874657,2.74999547
01/30/2018 03:30:01.780,3.640174389,-2.28189373,2.74999547
01/30/2018 03:32:01.781,3.62027216,-2.281934738,2.74999547
01/30/2018 03:34:01.780,3.601432323,-2.281907082,2.74999547
01/30/2018 03:36:01.780,3.583634853,-2.281914711,2.74999547
01/30/2018 03:38:01.780,3.566870213,-2.281903267,2.74999547
01/30/2018 03:40:01.780,3.55031538,-2.281960487,2.74999547
01/30/2018 03:42:01.780,3.534348011,-2.281933784,2.74999547
01/30/2018 03:44:01.780,3.518674374,-2.281947136,2.74999547
01/30/2018 03:46:01.781,3.503144741,-2.281863213,2.74999547
01/30/2018 03:48:01.783,3.487824917,-2.281925201,2.74999547
01/30/2018 03:50:01.782,3.472605228,-2.282040596,2.74999547
01/30/2018 03:52:01.782,3.457371235,-2.281914711,2.74999547
01/30/2018 03:54:01.781,3.441440105,-2.28190136,2.74999547
01/30/2018 03:56:01.781,3.424931049,-2.281938553,2.74999547
01/30/2018 03:58:01.781,3.40847826,-2.281925201,2.74999547
01/30/2018 04:00:01.781,3.390734196,-2.281925201,2.74999547
01/30/2018 04:02:01.782,3.370818615,-2.281993866,2.74999547
01/30/2018 04:04:01.780,3.348595142,-2.281841278,2.74999547
01/30/2018 04:06:01.782,3.323507786,-2.281947136,2.74999547
01/30/2018 04:08:01.782,3.294807911,-2.281936646,2.74999547
01/30/2018 04:10:01.780,3.261574268,-2.281825066,2.74999547
01/30/2018 04:12:01.781,3.221235752,-2.28190136,2.74999547
01/30/2018 04:14:01.780,3.172103405,-2.281925201,2.74999547
01/30/2018 04:16:01.781,3.108144283,-2.281949997,2.74999547
01/30/2018 04:18:01.780,3.019859791,-2.28196907,2.74999547
01/30/2018 04:18:23.318,2.999997616,-2.281971931,2.74999547
01/30/2018 04:20:23.364,3.616115093,0,2.74999547
01/30/2018 04:22:23.365,3.64827776,0,2.74999547
01/30/2018 04:23:23.365,3.656633854,0,2.74999547
01/30/2018 04:23:23.377,3.656537533,0,0
01/30/2018 04:25:23.456,4.20017767,4.629487991,0.160009414
01/30/2018 04:27:23.456,4.200200558,4.19285202,0.30718866
01/30/2018 04:29:23.457,4.200182438,3.807725906,0.440220147
01/30/2018 04:31:23.456,4.200182438,3.50961113,0.562024713
01/30/2018 04:33:22.466,4.200090885,3.259998322,0.673844516
01/30/2018 04:35:22.479,4.221635342,3.260129929,0.782121658
01/30/2018 04:37:22.479,4.245061398,3.259931564,0.890785277
01/30/2018 04:39:22.480,4.269876003,3.260091782,0.999458492
01/30/2018 04:41:22.479,4.29604578,3.260177612,1.108122587
01/30/2018 04:43:22.479,4.323853016,3.260128021,1.216796875
01/30/2018 04:45:22.478,4.352573872,3.260110855,1.325447202
01/30/2018 04:47:22.479,4.382233143,3.259883881,1.434116483
01/30/2018 04:49:22.479,4.400215626,3.128118515,1.541829348
01/30/2018 04:51:22.479,4.400187016,2.877986908,1.641790271
01/30/2018 04:53:22.479,4.400049686,2.663003922,1.734077334
01/30/2018 04:55:22.480,4.400096416,2.475269318,1.819683313
01/30/2018 04:57:22.480,4.400105953,2.310001373,1.899417996
01/30/2018 04:59:22.479,4.400102139,2.160802841,1.973890662
01/30/2018 05:01:22.478,4.40008688,2.026754379,2.043646097
01/30/2018 05:03:22.479,4.400138378,1.904144287,2.109141827
01/30/2018 05:05:22.479,4.400182247,1.789160728,2.170652151
01/30/2018 05:07:22.479,4.400141239,1.680744171,2.228439569
01/30/2018 05:09:22.479,4.400103092,1.5794487,2.282749414
01/30/2018 05:11:22.479,4.400087833,1.482417107,2.333774328
01/30/2018 05:13:22.479,4.400131702,1.391487122,2.381668806
01/30/2018 05:15:22.478,4.400063992,1.303887367,2.426566839
01/30/2018 05:17:22.478,4.400048733,1.221503258,2.468659163
01/30/2018 05:19:22.480,4.400055408,1.146328926,2.508113384
01/30/2018 05:21:22.479,4.400061131,1.074513435,2.545113564
01/30/2018 05:23:22.478,4.400055408,1.006175995,2.57979393
01/30/2018 05:25:22.479,4.400047779,0.94145298,2.612245321
01/30/2018 05:27:22.478,4.400090694,0.881605148,2.642616034
01/30/2018 05:29:22.479,4.400063038,0.824503899,2.671037197
01/30/2018 05:31:22.479,4.400077343,0.770671844,2.697610617
01/30/2018 05:33:22.478,4.40007925,0.719225883,2.722422361
01/30/2018 05:35:22.478,4.400118351,0.671940804,2.745582342
01/30/2018 05:36:12.707,4.400070667,0.651989937,2.754807234
01/30/2018 05:38:12.752,4.305022717,0,2.754807234
01/30/2018 05:40:12.752,4.293503284,0,2.754807234
01/30/2018 05:41:12.753,4.290158749,0,2.754807234
01/30/2018 05:43:12.831,3.973064899,-2.281847954,2.754807234
01/30/2018 05:45:12.832,3.928676128,-2.281967163,2.754807234
01/30/2018 05:47:12.831,3.892885685,-2.282010078,2.754807234
01/30/2018 05:49:12.832,3.859788418,-2.281995773,2.754807234
01/30/2018 05:51:12.831,3.828121662,-2.281962395,2.754807234
01/30/2018 05:53:12.831,3.796962261,-2.281867027,2.754807234
