date,Voltage,Current,Charge_Capacity,Discharge_Capacity
01/27/2018 17:49:54.553,4.400078773,1.029978752,2.662028551,0
01/27/2018 17:51:54.553,4.400065422,0.97446537,2.695405722,0
01/27/2018 17:53:54.553,4.400074005,0.9215765,2.727003574,0
01/27/2018 17:55:54.553,4.400003433,0.870243073,2.75686264,0
01/27/2018 17:57:54.554,4.400092125,0.823670387,2.785097599,0
01/27/2018 17:59:54.553,4.40002346,0.777279854,2.811770439,0
01/27/2018 18:01:54.554,4.400034904,0.734083176,2.836974382,0
01/27/2018 18:03:54.554,4.400020599,0.692767143,2.860763788,0
01/27/2018 18:05:54.554,4.400053024,0.654615402,2.883225679,0
01/27/2018 18:06:03.875,4.400057793,0.651986122,2.884917259,0
01/27/2018 18:08:03.917,4.298226357,0,2.884917259,0
01/27/2018 18:10:03.917,4.285312653,0,2.884917259,0
01/27/2018 18:11:03.920,4.281274796,0,2.884917259,0
01/27/2018 18:13:03.999,3.917575836,-2.282056808,2.884917259,0.07605899
01/27/2018 18:15:03.999,3.859436989,-2.282123566,2.884917259,0.1521181
01/27/2018 18:17:03.999,3.812870026,-2.282162666,2.884917259,0.2281892
01/27/2018 18:19:03.999,3.771553993,-2.2821064,2.884917259,0.3042715
01/27/2018 18:21:04.002,3.734872818,-2.281752586,2.884917259,0.3803353
01/27/2018 18:23:03.999,3.702253342,-2.282006264,2.884917259,0.4563771
01/27/2018 18:25:04.000,3.67316246,-2.2821064,2.884917259,0.5324743
01/27/2018 18:27:04.000,3.646249771,-2.282075882,2.884917259,0.6085145
01/27/2018 18:29:04.002,3.6218853,-2.28211689,2.884917259,0.684604
01/27/2018 18:31:04.000,3.599487305,-2.282130241,2.884917259,0.7606821
01/27/2018 18:33:04.001,3.579058647,-2.282094955,2.884917259,0.8367072
01/27/2018 18:35:03.999,3.560404778,-2.282114983,2.884917259,0.9128106
01/27/2018 18:37:04.000,3.542721748,-2.282095909,2.884917259,0.9888783
01/27/2018 18:39:04.000,3.525629044,-2.282113075,2.884917259,1.064941
01/27/2018 18:41:04.000,3.509488106,-2.282143593,2.884917259,1.141019
01/27/2018 18:43:03.999,3.49369812,-2.282110214,2.884917259,1.217085
01/27/2018 18:45:04.000,3.478012085,-2.282050133,2.884917259,1.293159
01/27/2018 18:47:04.000,3.462779999,-2.282138824,2.884917259,1.369213
01/27/2018 18:49:03.999,3.447479248,-2.282111168,2.884917259,1.445289
01/27/2018 18:51:04.002,3.431970596,-2.282072067,2.884917259,1.521363
01/27/2018 18:53:04.001,3.415849686,-2.282084465,2.884917259,1.59743
01/27/2018 18:55:04.002,3.399605751,-2.282102585,2.884917259,1.673497
01/27/2018 18:57:04.001,3.381961823,-2.282104492,2.884917259,1.749517
01/27/2018 18:59:04.000,3.362732887,-2.282087326,2.884917259,1.825538
01/27/2018 19:01:04.000,3.342822075,-2.282119751,2.884917259,1.901673
01/27/2018 19:03:03.999,3.321825981,-2.282097816,2.884917259,1.977756
01/27/2018 19:05:04.000,3.299282074,-2.281737328,2.884917259,2.053836
01/27/2018 19:07:04.000,3.274184227,-2.282154083,2.884917259,2.129894
01/27/2018 19:09:04.002,3.246376991,-2.281754494,2.884917259,2.205962
01/27/2018 19:11:04.000,3.215823174,-2.282049179,2.884917259,2.28199
01/27/2018 19:13:03.999,3.182893753,-2.282138824,2.884917259,2.358072
01/27/2018 19:15:03.999,3.144983292,-2.282128334,2.884917259,2.434158
01/27/2018 19:17:04.000,3.102390289,-2.282117844,2.884917259,2.510251
01/27/2018 19:19:04.000,3.050748825,-2.282128334,2.884917259,2.58632
01/27/2018 19:20:36.220,3,-2.282141685,2.884917259,2.644777
01/27/2018 19:22:36.264,3.629932404,0,2.884917259,2.644777
01/27/2018 19:24:36.262,3.66162014,0,2.884917259,2.644777
01/27/2018 19:25:36.265,3.669530869,0,2.884917259,2.644777
01/27/2018 19:25:36.274,3.66945076,0,0,0
01/27/2018 19:27:36.358,4.200214386,4.448655128,0.156867549,0
01/27/2018 19:29:36.358,4.200231552,4.021903038,0.297986686,0
01/27/2018 19:31:36.359,4.20020771,3.672924995,0.425978869,0
01/27/2018 19:33:36.357,4.200186729,3.408064842,0.543753207,0
01/27/2018 19:34:55.085,4.200164795,3.259999275,0.61670053,0
01/27/2018 19:36:55.097,4.21895504,3.259840965,0.724925518,0
01/27/2018 19:38:55.097,4.241107941,3.259921074,0.833624363,0
01/27/2018 19:40:55.098,4.26570797,3.259865761,0.942317307,0
01/27/2018 19:42:55.097,4.292235374,3.260188103,1.050818443,0
01/27/2018 19:44:55.097,4.320766449,3.259999275,1.159610271,0
01/27/2018 19:46:55.098,4.350319862,3.259932518,1.268242598,0
01/27/2018 19:48:55.098,4.380796432,3.259818077,1.376981378,0
01/27/2018 19:50:55.098,4.400179863,3.130011559,1.484748244,0
01/27/2018 19:52:55.098,4.400178909,2.866251945,1.584541082,0
01/27/2018 19:54:55.097,4.400155067,2.638566017,1.676194191,0
01/27/2018 19:56:55.097,4.400177956,2.433184624,1.760686278,0
01/27/2018 19:58:55.097,4.400163651,2.254393578,1.838690996,0
01/27/2018 20:00:55.097,4.400140762,2.100729942,1.91125071,0
01/27/2018 20:02:55.097,4.400098801,1.964251518,1.978964448,0
01/27/2018 20:04:55.098,4.400140762,1.843512535,2.042361736,0
01/27/2018 20:06:55.099,4.400062561,1.73165226,2.101960897,0
01/27/2018 20:08:55.099,4.400104523,1.629127502,2.1579566,0
01/27/2018 20:10:55.098,4.400033951,1.532959938,2.210657835,0
01/27/2018 20:12:55.097,4.400109291,1.444617271,2.260271549,0
01/27/2018 20:14:55.098,4.400093079,1.360433578,2.306997538,0
01/27/2018 20:16:55.098,4.400036812,1.280187607,2.350998878,0
01/27/2018 20:18:55.098,4.400114059,1.204731941,2.392407894,0
01/27/2018 20:20:55.098,4.40012455,1.131724358,2.431308508,0
01/27/2018 20:22:55.098,4.400076866,1.06271553,2.467874527,0
01/27/2018 20:24:55.098,4.400094986,0.99768734,2.502194881,0
01/27/2018 20:26:55.098,4.399993896,0.935762405,2.534412861,0
01/27/2018 20:28:55.097,4.40008831,0.879518509,2.564674139,0
01/27/2018 20:30:55.098,4.400086403,0.825435638,2.593079567,0
01/27/2018 20:32:55.098,4.400054932,0.774134636,2.619726419,0
01/27/2018 20:34:55.098,4.4000597,0.726539612,2.644725561,0
01/27/2018 20:36:55.098,4.400037766,0.681915283,2.668203831,0
01/27/2018 20:38:24.552,4.400099754,0.651983261,2.6847651,0
01/27/2018 20:40:24.596,4.300663948,0,2.6847651,0
01/27/2018 20:42:24.595,4.287685394,0,2.6847651,0
01/27/2018 20:43:24.600,4.28383255,0,2.6847651,0
01/27/2018 20:45:24.678,3.947327614,-2.282108307,2.6847651,0.07605897
01/27/2018 20:47:24.680,3.89883709,-2.282038689,2.6847651,0.1521148
01/27/2018 20:49:24.679,3.860063553,-2.282126427,2.6847651,0.2282026
01/27/2018 20:51:24.679,3.824834824,-2.282123566,2.6847651,0.3042697
01/27/2018 20:53:24.679,3.791748047,-2.282047272,2.6847651,0.3803007
01/27/2018 20:55:24.680,3.760046959,-2.282124519,2.6847651,0.4563656
01/27/2018 20:57:24.678,3.730306625,-2.282058716,2.6847651,0.532394
01/27/2018 20:59:24.680,3.702695847,-2.282091141,2.6847651,0.6085188
01/27/2018 21:01:24.679,3.677640915,-2.282133102,2.6847651,0.6846046
01/27/2018 21:03:24.679,3.654410362,-2.282075882,2.6847651,0.7606606
01/27/2018 21:05:24.680,3.633016586,-2.282058716,2.6847651,0.8367418
01/27/2018 21:07:24.679,3.612968445,-2.282160759,2.6847651,0.9128106
01/27/2018 21:09:24.679,3.593791962,-2.282047272,2.6847651,0.9888811
01/27/2018 21:11:24.678,3.575455666,-2.282091141,2.6847651,1.064944
01/27/2018 21:13:24.679,3.557902336,-2.28211689,2.6847651,1.141011
01/27/2018 21:15:24.679,3.540970802,-2.28208065,2.6847651,1.217069
01/27/2018 21:17:24.679,3.524308205,-2.282087326,2.6847651,1.293135
01/27/2018 21:19:24.679,3.508345604,-2.282185555,2.6847651,1.369219
01/27/2018 21:21:24.680,3.492956161,-2.282091141,2.6847651,1.445289
01/27/2018 21:23:24.678,3.477672577,-2.282139778,2.6847651,1.521355
01/27/2018 21:25:24.678,3.462515831,-2.282064438,2.6847651,1.59742
01/27/2018 21:27:24.680,3.44678688,-2.282114983,2.6847651,1.673462
01/27/2018 21:29:24.678,3.430736542,-2.282095909,2.6847651,1.749529
01/27/2018 21:31:24.680,3.413865089,-2.281936646,2.6847651,1.825624
01/27/2018 21:33:24.680,3.396039009,-2.282108307,2.6847651,1.901698
01/27/2018 21:35:24.678,3.376768112,-2.281842232,2.6847651,1.977754
01/27/2018 21:37:24.679,3.35577774,-2.282139778,2.6847651,2.053835
01/27/2018 21:39:24.679,3.332036972,-2.282158852,2.6847651,2.129902
01/27/2018 21:41:24.680,3.305837631,-2.282104492,2.6847651,2.205965
01/27/2018 21:43:24.679,3.27603054,-2.282148361,2.6847651,2.282024
01/27/2018 21:45:24.678,3.242026329,-2.282069206,2.6847651,2.358094
01/27/2018 21:47:24.680,3.203003883,-2.282084465,2.6847651,2.434168
01/27/2018 21:49:24.679,3.157093048,-2.282172203,2.6847651,2.510239
01/27/2018 21:51:24.679,3.102192879,-2.282104492,2.6847651,2.586304
01/27/2018 21:53:24.679,3.031783104,-2.28196907,2.6847651,2.662376
01/27/2018 21:54:09.236,2.999998093,-2.282111168,2.6847651,2.690619
01/27/2018 21:56:09.278,3.622786522,0,2.6847651,2.690619
01/27/2018 21:58:09.279,3.656181335,0,2.6847651,2.690619
01/27/2018 21:59:09.280,3.664756775,0,2.6847651,2.690619
01/27/2018 21:59:09.289,3.664645195,0,0,0
01/27/2018 22:01:09.368,4.200256348,4.433608055,0.156761959,0
01/27/2018 22:03:09.369,4.200185776,3.98883152,0.297068834,0
01/27/2018 22:05:09.369,4.200217247,3.629935265,0.423659682,0
01/27/2018 22:07:09.369,4.200167656,3.357989311,0.540050924,0
01/27/2018 22:07:59.707,4.200161934,3.259982109,0.586272478,0
01/27/2018 22:09:59.721,4.221655846,3.259942055,0.694575608,0
01/27/2018 22:11:59.720,4.244715691,3.259884834,0.803222954,0
01/27/2018 22:13:59.720,4.269150734,3.260056496,0.911915541,0
01/27/2018 22:15:59.720,4.295615196,3.260212898,1.020557523,0
01/27/2018 22:17:59.720,4.323439598,3.259890556,1.129246473,0
01/27/2018 22:19:59.721,4.352563858,3.259793282,1.237908244,0
01/27/2018 22:21:59.720,4.382427216,3.260088921,1.346522689,0
01/27/2018 22:23:59.720,4.40011692,3.124451637,1.454143167,0
01/27/2018 22:25:59.720,4.400218964,2.876875877,1.554125428,0
01/27/2018 22:27:59.720,4.40021801,2.661347389,1.646309853,0
01/27/2018 22:29:59.721,4.400146484,2.470200539,1.731765389,0
01/27/2018 22:31:59.720,4.400165558,2.303990364,1.811273694,0
01/27/2018 22:33:59.721,4.400101662,2.156428337,1.885578156,0
01/27/2018 22:35:59.720,4.400126457,2.025050163,1.955234885,0
01/27/2018 22:37:59.721,4.400073051,1.90122509,2.020625353,0
01/27/2018 22:39:59.721,4.400115967,1.786686897,2.082101107,0
01/27/2018 22:41:59.719,4.400118828,1.680386543,2.139859438,0
01/27/2018 22:43:59.720,4.400129318,1.584010124,2.194243431,0
01/27/2018 22:45:59.721,4.400094032,1.492573738,2.245509863,0
01/27/2018 22:47:59.721,4.400108337,1.406103134,2.293784857,0
01/27/2018 22:49:59.720,4.40012455,1.325726509,2.3393085,0
01/27/2018 22:51:59.721,4.400097847,1.247337341,2.382176399,0
01/27/2018 22:53:59.720,4.40003109,1.174295425,2.422536135,0
01/27/2018 22:55:59.720,4.400045395,1.104090691,2.460519552,0
01/27/2018 22:57:59.720,4.400093079,1.038632393,2.496217012,0
01/27/2018 22:59:59.720,4.400110245,0.975767136,2.529772758,0
01/27/2018 23:01:59.720,4.400115013,0.91576004,2.561287403,0
01/27/2018 23:03:59.720,4.399967194,0.857903481,2.590850115,0
01/27/2018 23:05:59.721,4.400058746,0.804848671,2.618551493,0
01/27/2018 23:07:59.721,4.400051117,0.754619598,2.64453125,0
01/27/2018 23:09:59.721,4.400033951,0.708343506,2.668907166,0
01/27/2018 23:11:59.721,4.400132179,0.666769028,2.691808701,0
01/27/2018 23:12:42.926,4.400140762,0.651994705,2.699714422,0
01/27/2018 23:14:42.971,4.301027298,0,2.699714422,0
01/27/2018 23:16:42.971,4.288640022,0,2.699714422,0
01/27/2018 23:17:42.972,4.285066605,0,2.699714422,0
01/27/2018 23:19:43.051,3.955274582,-2.282077789,2.699714422,0.07606284
01/27/2018 23:21:43.052,3.908725739,-2.282154083,2.699714422,0.1521263
01/27/2018 23:23:43.052,3.871032715,-2.282113075,2.699714422,0.2282041
01/27/2018 23:25:43.051,3.836277962,-2.28208065,2.699714422,0.3042491
01/27/2018 23:27:43.051,3.803249359,-2.28211689,2.699714422,0.380332
01/27/2018 23:29:43.051,3.771373749,-2.282177925,2.699714422,0.4564017
01/27/2018 23:31:43.051,3.741012573,-2.28205204,2.699714422,0.5324761
01/27/2018 23:33:43.052,3.712898254,-2.282086372,2.699714422,0.6085427
01/27/2018 23:35:43.051,3.687171936,-2.28208065,2.699714422,0.6846066
01/27/2018 23:37:43.051,3.66335392,-2.282123566,2.699714422,0.7606759
01/27/2018 23:39:43.051,3.641371727,-2.282003403,2.699714422,0.8367255
01/27/2018 23:41:43.052,3.620808601,-2.282018661,2.699714422,0.912812
01/27/2018 23:43:43.051,3.601632118,-2.28208065,2.699714422,0.9888833
01/27/2018 23:45:43.051,3.583792686,-2.282038689,2.699714422,1.064942
01/27/2018 23:47:43.051,3.566841125,-2.282154083,2.699714422,1.140999
01/27/2018 23:49:43.052,3.550618172,-2.282102585,2.699714422,1.217085
01/27/2018 23:51:43.053,3.5343647,-2.28213501,2.699714422,1.293156
01/27/2018 23:53:43.051,3.518526077,-2.282189369,2.699714422,1.369212
01/27/2018 23:55:43.052,3.503051758,-2.282082558,2.699714422,1.445282
01/27/2018 23:57:43.052,3.488015175,-2.282097816,2.699714422,1.521354
01/27/2018 23:59:43.051,3.472681999,-2.282073975,2.699714422,1.597424
01/28/2018 00:01:43.051,3.457350731,-2.282065392,2.699714422,1.673496
01/28/2018 00:03:43.052,3.441275597,-2.282069206,2.699714422,1.749543
01/28/2018 00:05:43.051,3.425106049,-2.282104492,2.699714422,1.825593
01/28/2018 00:07:43.052,3.408128738,-2.282136917,2.699714422,1.901695
01/28/2018 00:09:43.051,3.390329361,-2.282034874,2.699714422,1.977667
01/28/2018 00:11:43.052,3.370806694,-2.282093048,2.699714422,2.053829
01/28/2018 00:13:43.052,3.348908424,-2.282141685,2.699714422,2.129853
01/28/2018 00:15:43.052,3.324615479,-2.281964302,2.699714422,2.205976
01/28/2018 00:17:43.051,3.296916962,-2.282102585,2.699714422,2.282025
01/28/2018 00:19:43.052,3.265206337,-2.282113075,2.699714422,2.35811
01/28/2018 00:21:43.051,3.228037834,-2.282077789,2.699714422,2.434175
01/28/2018 00:23:43.051,3.183585167,-2.282079697,2.699714422,2.510227
01/28/2018 00:25:43.052,3.128755569,-2.282172203,2.699714422,2.58631
01/28/2018 00:27:43.052,3.05727005,-2.282148361,2.699714422,2.662372
01/28/2018 00:28:58.479,3,-2.282062531,2.699714422,2.71019
01/28/2018 00:30:58.521,3.615934372,0,2.699714422,2.71019
01/28/2018 00:32:58.521,3.650234222,0,2.699714422,2.71019
01/28/2018 00:33:58.522,3.659097672,0,2.699714422,2.71019
01/28/2018 00:33:58.531,3.658880234,0,0,0
01/28/2018 00:35:58.612,4.200205803,4.483187675,0.157677174,0
01/28/2018 00:37:58.613,4.200156212,4.032382011,0.299632668,0
01/28/2018 00:39:58.612,4.200173378,3.665680885,0.427632481,0
01/28/2018 00:41:58.613,4.200187683,3.388642311,0.545050621,0
01/28/2018 00:43:02.356,4.200167656,3.259987831,0.603885233,0
01/28/2018 00:45:02.369,4.221780777,3.259987831,0.712211788,0
01/28/2018 00:47:02.370,4.245595932,3.259858131,0.820863068,0
01/28/2018 00:49:02.369,4.270819664,3.260088921,0.929540873,0
01/28/2018 00:51:02.369,4.297924042,3.259812355,1.038202286,0
01/28/2018 00:53:02.370,4.326944351,3.260046959,1.146867037,0
01/28/2018 00:55:02.370,4.35679245,3.259995461,1.255493402,0
01/28/2018 00:57:02.370,4.387422562,3.260087013,1.364197612,0
01/28/2018 00:59:02.370,4.400215149,3.077342033,1.470929742,0
01/28/2018 01:01:02.370,4.400127411,2.835141182,1.569359064,0
01/28/2018 01:03:02.369,4.400174141,2.626202583,1.660277009,0
01/28/2018 01:05:02.370,4.400175095,2.446278572,1.744747758,0
01/28/2018 01:07:02.370,4.400162697,2.289399147,1.823603749,0
01/28/2018 01:09:02.369,4.400172234,2.149327278,1.897533178,0
01/28/2018 01:11:02.369,4.400098801,2.0204916,1.96700573,0
01/28/2018 01:13:02.369,4.40011692,1.900839806,2.032319069,0
01/28/2018 01:15:02.370,4.40007782,1.788507462,2.093807936,0
01/28/2018 01:17:02.369,4.400123596,1.686628342,2.15170455,0
01/28/2018 01:19:02.370,4.400121689,1.591571808,2.206315994,0
01/28/2018 01:21:02.370,4.400063515,1.500134468,2.257839203,0
01/28/2018 01:23:02.369,4.40011692,1.413626671,2.306362152,0
01/28/2018 01:25:02.369,4.400125504,1.331028938,2.352104425,0
01/28/2018 01:27:02.369,4.400104523,1.252363205,2.39513135,0
01/28/2018 01:29:02.370,4.400045395,1.176156044,2.435596704,0
01/28/2018 01:31:02.369,4.400125504,1.106239319,2.473617792,0
01/28/2018 01:33:02.370,4.400076866,1.038944244,2.509347916,0
01/28/2018 01:35:02.369,4.40007019,0.976794243,2.542940855,0
01/28/2018 01:37:02.369,4.400057793,0.916967392,2.574491262,0
01/28/2018 01:39:02.370,4.40008831,0.862270355,2.604141235,0
01/28/2018 01:41:02.370,4.400032997,0.808358192,2.631992817,0
01/28/2018 01:43:02.369,4.400044441,0.759811401,2.65811491,0
01/28/2018 01:45:02.369,4.400143623,0.712936401,2.682654619,0
01/28/2018 01:47:02.368,4.400054932,0.668244362,2.705659628,0
01/28/2018 01:47:51.099,4.400093079,0.651996613,2.714598179,0
01/28/2018 01:49:51.143,4.301456451,0,2.714598179,0
01/28/2018 01:51:51.143,4.289319038,0,2.714598179,0
01/28/2018 01:52:51.144,4.285833359,0,2.714598179,0
01/28/2018 01:54:51.222,3.960236549,-2.282191277,2.714598179,0.0760581
01/28/2018 01:56:51.222,3.914322853,-2.282178879,2.714598179,0.1520672
01/28/2018 01:58:51.222,3.876867294,-2.282235146,2.714598179,0.2281633
01/28/2018 02:00:51.223,3.842096329,-2.282056808,2.714598179,0.3042666
01/28/2018 02:02:51.223,3.809724808,-2.282180786,2.714598179,0.3803264
01/28/2018 02:04:51.222,3.778199196,-2.282133102,2.714598179,0.4564085
01/28/2018 02:06:51.221,3.747402191,-2.282132149,2.714598179,0.5324651
01/28/2018 02:08:51.223,3.718714714,-2.282073975,2.714598179,0.6085399
01/28/2018 02:10:51.223,3.69240284,-2.282148361,2.714598179,0.6845894
01/28/2018 02:12:51.222,3.668117523,-2.282184601,2.714598179,0.7606819
01/28/2018 02:14:51.222,3.645852089,-2.281996727,2.714598179,0.8367454
01/28/2018 02:16:51.223,3.624993324,-2.282178879,2.714598179,0.9128087
01/28/2018 02:18:51.222,3.605530739,-2.281859398,2.714598179,0.9888692
01/28/2018 02:20:51.222,3.587294579,-2.282091141,2.714598179,1.064951
01/28/2018 02:22:51.223,3.569760323,-2.281935692,2.714598179,1.141011
01/28/2018 02:24:51.222,3.552942276,-2.2821064,2.714598179,1.21706
01/28/2018 02:26:51.222,3.536822319,-2.28205204,2.714598179,1.293153
01/28/2018 02:28:51.222,3.521450996,-2.282143593,2.714598179,1.369219
01/28/2018 02:30:51.222,3.506533623,-2.282162666,2.714598179,1.445273
01/28/2018 02:32:51.222,3.491932869,-2.282158852,2.714598179,1.521355
01/28/2018 02:34:51.222,3.477452278,-2.282093048,2.714598179,1.597414
01/28/2018 02:36:51.222,3.462630272,-2.282053947,2.714598179,1.673458
01/28/2018 02:38:51.222,3.447672844,-2.282132149,2.714598179,1.749568
01/28/2018 02:40:51.223,3.43223381,-2.282055855,2.714598179,1.825603
01/28/2018 02:42:51.222,3.415896416,-2.281750679,2.714598179,1.901705
01/28/2018 02:44:51.222,3.398381233,-2.282006264,2.714598179,1.977764
01/28/2018 02:46:51.222,3.378647804,-2.282077789,2.714598179,2.05382
01/28/2018 02:48:51.222,3.357168198,-2.282072067,2.714598179,2.129894
01/28/2018 02:50:51.222,3.333415985,-2.282091141,2.714598179,2.205968
01/28/2018 02:52:51.223,3.30610466,-2.28213501,2.714598179,2.282035
01/28/2018 02:54:51.223,3.275083542,-2.282072067,2.714598179,2.358099
01/28/2018 02:56:51.222,3.238816261,-2.282082558,2.714598179,2.434153
01/28/2018 02:58:51.222,3.195198059,-2.282202721,2.714598179,2.510248
01/28/2018 03:00:51.222,3.140377998,-2.282139778,2.714598179,2.586316
01/28/2018 03:02:51.223,3.069536209,-2.282084465,2.714598179,2.662378
01/28/2018 03:04:21.464,2.999991417,-2.282075882,2.714598179,2.719562
01/28/2018 03:06:21.509,3.611760139,0,2.714598179,2.719562
01/28/2018 03:08:21.509,3.646587372,0,2.714598179,2.719562
01/28/2018 03:09:21.509,3.655673027,0,2.714598179,2.719562
01/28/2018 03:09:21.518,3.655810356,0,0,0
01/28/2018 03:11:21.601,4.200212479,4.509800911,0.158263981,0
01/28/2018 03:13:21.601,4.200276375,4.05926609,0.301040769,0
01/28/2018 03:15:21.600,4.200213432,3.689295769,0.429843605,0
01/28/2018 03:17:21.600,4.200259209,3.409327507,0.547929525,0
01/28/2018 03:18:34.622,4.20015049,3.259997368,0.615547836,0
01/28/2018 03:20:34.636,4.221925735,3.259896278,0.723796904,0
01/28/2018 03:22:34.634,4.246401787,3.259814262,0.832459033,0
01/28/2018 03:24:34.635,4.272195816,3.259833336,0.941101372,0
01/28/2018 03:26:34.636,4.299684525,3.259976387,1.049794674,0
01/28/2018 03:28:34.635,4.328886032,3.259940147,1.15844357,0
01/28/2018 03:30:34.635,4.359318733,3.260106087,1.267137051,0
01/28/2018 03:32:34.635,4.390282631,3.259804726,1.375777245,0
01/28/2018 03:34:34.636,4.400156975,3.047387123,1.481842041,0
01/28/2018 03:36:34.635,4.40014267,2.808238029,1.579313517,0
01/28/2018 03:38:34.636,4.400132179,2.606785774,1.669471264,0
01/28/2018 03:40:34.635,4.400179863,2.43121624,1.753351688,0
01/28/2018 03:42:34.635,4.400128365,2.276576042,1.831756115,0
01/28/2018 03:44:34.634,4.400115967,2.137339592,1.905280948,0
01/28/2018 03:46:34.634,4.40011692,2.011769295,1.974360108,0
01/28/2018 03:48:34.636,4.400040627,1.895222664,2.039493322,0
01/28/2018 03:50:34.636,4.400105476,1.788131714,2.100846767,0
01/28/2018 03:52:34.635,4.400118828,1.686325073,2.158715963,0
01/28/2018 03:54:34.636,4.400141716,1.591371536,2.213329315,0
01/28/2018 03:56:34.636,4.400091171,1.499132156,2.264827013,0
01/28/2018 03:58:34.635,4.400076866,1.412220955,2.313327789,0
01/28/2018 04:00:34.636,4.400110245,1.328501701,2.358995438,0
01/28/2018 04:02:34.636,4.400011063,1.24950695,2.401968479,0
01/28/2018 04:04:34.634,4.400014877,1.175823212,2.442398071,0
01/28/2018 04:06:34.634,4.400121689,1.107053757,2.480432272,0
01/28/2018 04:08:34.635,4.400146484,1.041604042,2.516215086,0
01/28/2018 04:10:34.636,4.400066376,0.977627754,2.549847841,0
01/28/2018 04:12:34.635,4.400111198,0.918075562,2.581414223,0
01/28/2018 04:14:34.635,4.400033951,0.860127449,2.611047745,0
01/28/2018 04:16:34.635,4.400052071,0.807161331,2.638837814,0
